mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_metric	param_n_neighbors	param_weights	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
6.0920299053192135	0.43445107865809485	104.11016693115235	2.7935938166723484	euclidean	15	uniform	{'metric': 'euclidean', 'n_neighbors': 15, 'weights': 'uniform'}	0.8132274705787522	0.8129614702563276	0.814323714331775	0.8127841367080445	0.8131372975761533	0.8132868178902106	0.0005402910534145789	27
5.941127729415894	0.3455149918014387	101.11998901367187	2.35644432107595	euclidean	15	distance	{'metric': 'euclidean', 'n_neighbors': 15, 'weights': 'distance'}	0.8149363211349347	0.8152909882315009	0.8155005642431081	0.8144204417217475	0.8144834312706051	0.8149263493203792	0.00042776223471529553	20
5.846743154525757	0.21184989632790438	117.57758054733276	3.223670195920251	euclidean	19	uniform	{'metric': 'euclidean', 'n_neighbors': 19, 'weights': 'uniform'}	0.8137272287602773	0.8131146219571175	0.8139126229243914	0.8129856521038207	0.8131776009801788	0.8133835453451571	0.00036635864293866184	25
6.018413352966308	0.21503742909446025	114.52818922996521	1.8072916604744174	euclidean	19	distance	{'metric': 'euclidean', 'n_neighbors': 19, 'weights': 'distance'}	0.8155166854747703	0.8156617765597292	0.815951958729647	0.8146703208125101	0.8148622832684449	0.8153326049690202	0.0004869623097378142	18
6.382454204559326	0.33758479960183435	120.53030886650086	2.830291819562577	euclidean	21	uniform	{'metric': 'euclidean', 'n_neighbors': 21, 'weights': 'uniform'}	0.8140012896985329	0.8128244397871998	0.8139771078510398	0.8132516524262454	0.8133226932346705	0.8134754365995377	0.0004528580942652547	24
5.931156635284424	0.10116842177490927	116.45250930786133	2.1655614111994974	euclidean	21	distance	{'metric': 'euclidean', 'n_neighbors': 21, 'weights': 'distance'}	0.8158713525713365	0.8151055940673867	0.8156537159438981	0.8147267451233274	0.8153217420743356	0.8153358299560569	0.0004029956176054274	17
6.091580200195312	0.3915468504930533	122.53294830322265	2.5408041868473865	euclidean	23	uniform	{'metric': 'euclidean', 'n_neighbors': 23, 'weights': 'uniform'}	0.8138078349185878	0.8127841367080445	0.8137030469127842	0.813203288731259	0.813113115533738	0.8133222845608827	0.0003816422197273014	26
5.89820499420166	0.1584246857690159	119.53902878761292	2.3945552005909603	euclidean	23	distance	{'metric': 'euclidean', 'n_neighbors': 23, 'weights': 'distance'}	0.8163066258262132	0.8151862002256972	0.8156456553280671	0.8149685635982589	0.8151363464158182	0.8154486782788111	0.0004841136187953493	15
5.84684476852417	0.2102316895271645	125.9427722454071	2.9642814012637793	euclidean	25	uniform	{'metric': 'euclidean', 'n_neighbors': 25, 'weights': 'uniform'}	0.8133725616637111	0.8125584394647751	0.8132194099629212	0.8123004997581815	0.8128874164711951	0.8128676654641568	0.0003990819774789183	28
5.977120876312256	0.501470806395839	124.8966109752655	3.903762754572557	euclidean	25	distance	{'metric': 'euclidean', 'n_neighbors': 25, 'weights': 'distance'}	0.8156214734805739	0.8146300177333549	0.8153957762373045	0.8142592294051265	0.8148542225876397	0.8149521438887998	0.0004976537121314644	19
5.79870491027832	0.16094559415631268	140.21089606285096	3.2479013053774137	euclidean	31	uniform	{'metric': 'euclidean', 'n_neighbors': 31, 'weights': 'uniform'}	0.8125987425439304	0.8116637111075287	0.8137111075286152	0.8121231662098984	0.8117992245625065	0.8123791903904959	0.0007397331624220897	30
5.776704025268555	0.1783634660852728	137.56748580932617	4.018615623678778	euclidean	31	distance	{'metric': 'euclidean', 'n_neighbors': 31, 'weights': 'distance'}	0.8153635337739803	0.8142672900209575	0.8155811704014186	0.814339835563437	0.814152943357596	0.814740954623478	0.0006040826527808415	22
5.781315279006958	0.07020596076413359	64.81583414077758	0.9231477709330554	manhattan	1	uniform	{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}	0.7767854264065774	0.7775753667580203	0.776059970981783	0.7779461550862485	0.776412835828114	0.7769559510121488	0.0007058346737935002	41
5.894334506988526	0.13968022855067286	64.27866764068604	2.0484500347907586	manhattan	1	distance	{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'distance'}	0.7767854264065774	0.7775753667580203	0.776059970981783	0.7779461550862485	0.776412835828114	0.7769559510121488	0.0007058346737935002	41
5.894804334640503	0.17254407274987849	106.09265933036804	3.9713776471341093	manhattan	3	uniform	{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'uniform'}	0.8020715782685797	0.8042882476221184	0.8034015798807029	0.8016363050137031	0.8016991915137153	0.8026193804597639	0.0010497833880802664	37
6.0737556457519535	0.24842063214831803	104.11407341957093	3.465361665028357	manhattan	3	distance	{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}	0.8013944865387715	0.8043446719329357	0.8030146703208125	0.8013783653071095	0.8015460385784183	0.8023356465356095	0.0011766823330125436	38
5.96075210571289	0.16290580330648394	130.81100482940673	3.939510248212708	manhattan	5	uniform	{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'}	0.810583588586168	0.811720135418346	0.8119458326616154	0.8102772851845881	0.8093890810017814	0.8107831845704998	0.0009454020288739477	32
5.983749341964722	0.15394501009649042	127.60782556533813	4.1000744840234855	manhattan	5	distance	{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}	0.8109140738352411	0.8122360148315332	0.8118732871191359	0.8102853458004191	0.8096147800643242	0.8109847003301306	0.0009722284564535793	31
5.955533266067505	0.1024113580903025	148.44145069122314	2.6417048485809307	manhattan	7	uniform	{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'uniform'}	0.814170562630985	0.8150814122198936	0.8153877156214735	0.8152829276156698	0.8144028244625541	0.8148650885101152	0.00048797106666663605	21
5.975401401519775	0.1059879705362619	145.02268204689025	2.7263887376070115	manhattan	7	distance	{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}	0.8148557149766242	0.8159035950346607	0.8155892310172497	0.8156214734805739	0.8148461619068347	0.8153632352831887	0.0004323636056660726	16
6.092318916320801	0.16513843315190138	178.89476103782653	4.226161161006427	manhattan	11	uniform	{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'uniform'}	0.8173061421892632	0.8175237788167016	0.8187651136546832	0.8181363856198614	0.8178850385703577	0.8179232917701734	0.0005091209260126636	14
6.046083784103393	0.23660084605685763	174.59223880767823	4.627715077469326	manhattan	11	distance	{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}	0.8186683862647106	0.818886022892149	0.8191923262937288	0.8191359019829115	0.8188281382245545	0.8189421551316108	0.00019556253661166624	12
5.978087329864502	0.17139876186468406	196.7976397037506	4.471760021284929	manhattan	15	uniform	{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'uniform'}	0.8185071739480896	0.8184829921005965	0.8204981460583589	0.8187489924230211	0.8196019635818441	0.8191678536223821	0.0007796290223557751	11
6.2127392292022705	0.08419273753202923	201.76850442886354	6.70622076398242	manhattan	15	distance	{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'}	0.8199903272610027	0.8204578429792037	0.8211026922456875	0.8196759632435918	0.8208433084258296	0.8204140268310631	0.0005262550295366983	6
5.967698240280152	0.15508797661336432	220.68805384635925	7.221012903910917	manhattan	19	uniform	{'metric': 'manhattan', 'n_neighbors': 19, 'weights': 'uniform'}	0.819216508141222	0.8191036595195873	0.8201596001934548	0.8192245687570531	0.8194004465617166	0.8194209566346068	0.0003813292053369752	10
5.959925699234009	0.19862138773569002	216.21104063987733	3.38664487472848	manhattan	19	distance	{'metric': 'manhattan', 'n_neighbors': 19, 'weights': 'distance'}	0.8211026922456875	0.8209817830082218	0.8220135418345962	0.8205465097533452	0.8213753133589663	0.8212039680401635	0.00048510685849192047	4
5.966948366165161	0.08634714030561949	228.84199390411376	6.272641412205013	manhattan	21	uniform	{'metric': 'manhattan', 'n_neighbors': 21, 'weights': 'uniform'}	0.8191923262937288	0.8190714170562631	0.8203772368208931	0.8198532967918749	0.8198115412827768	0.8196611636491073	0.00047747227651013656	7
6.064843273162841	0.16429619527994116	227.01302833557128	6.742602236118857	manhattan	21	distance	{'metric': 'manhattan', 'n_neighbors': 21, 'weights': 'distance'}	0.8211510559406738	0.8211913590198291	0.8217394808963405	0.8213606319522812	0.8217702867184162	0.8214425629055082	0.0002647094915755011	3
6.0250771045684814	0.11675631598911569	237.8433210849762	6.0382196165146595	manhattan	23	uniform	{'metric': 'manhattan', 'n_neighbors': 23, 'weights': 'uniform'}	0.819377720457843	0.81904723520877	0.8200951152668063	0.8188779622763179	0.8198679660484125	0.8194531998516299	0.00046593757015811943	8
5.930909776687622	0.1421172151272245	231.8964747428894	3.6202903196209943	manhattan	23	distance	{'metric': 'manhattan', 'n_neighbors': 23, 'weights': 'distance'}	0.821175237788167	0.8216024504272127	0.8218120264388199	0.8207963888441077	0.8221410780354509	0.8215054363067515	0.00047312345574312167	1
5.940784502029419	0.18199346806975786	241.8724118232727	4.076198485969515	manhattan	25	uniform	{'metric': 'manhattan', 'n_neighbors': 25, 'weights': 'uniform'}	0.8192890536837014	0.8188699016604869	0.8201192971142995	0.8190875382879252	0.8198276626443869	0.8194386906781599	0.0004655629902233831	9
6.098098087310791	0.15646616084455353	239.55310907363892	3.22902262428877	manhattan	25	distance	{'metric': 'manhattan', 'n_neighbors': 25, 'weights': 'distance'}	0.8214573593422537	0.8213445107206191	0.821989359987103	0.8210623891665323	0.8216090731023142	0.8214925384637646	0.00030613400636801083	2
5.8775866508483885	0.09807581836222783	231.632657289505	9.026273464845751	manhattan	31	uniform	{'metric': 'manhattan', 'n_neighbors': 31, 'weights': 'uniform'}	0.8181686280831856	0.8185474770272448	0.8193212961470256	0.8185152345639207	0.8194004465617166	0.8187906164766187	0.0004848371265739246	13
5.99716477394104	0.16811363127677773	177.4940589427948	12.481758454250754	manhattan	31	distance	{'metric': 'manhattan', 'n_neighbors': 31, 'weights': 'distance'}	0.8210301467032082	0.8208528131549251	0.8212477833306464	0.8205465097533452	0.8212544031468898	0.820986331217803	0.0002658606992198608	5
