mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_max_depth	param_min_samples_leaf	param_min_samples_split	param_n_estimators	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
481.4153163909912	3.9023643059508366	10.574684381484985	2.143924907605334		5	2	125	{'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 125}	0.8350959213283895	0.8374254393035628	0.8375382879251975	0.8358133161373529	0.8371178229713282	0.8365981575331662	0.000970668025722044	8
195.54320602416993	1.1407986543494621	4.163271522521972	0.2889155588730961		5	5	51	{'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 51}	0.8338626471062389	0.8356198613574077	0.8362647106238916	0.8340077381911978	0.8357958713192917	0.8351101657196056	0.0009833214016521656	15
295.43493700027466	2.714900876030773	5.978124713897705	0.2877392076261498		5	5	75	{'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 75}	0.834692890536837	0.8361115589231017	0.8367241657262615	0.8352087699500241	0.8361102378706906	0.8357695246013831	0.0007236020141468035	12
409.66214447021486	3.173527735458356	9.149162101745606	0.76317131662106		5	5	101	{'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 101}	0.8351362244075448	0.83663549895212	0.8368692568112204	0.8352893761083346	0.8363359369332334	0.8360532586424906	0.000708411196923953	10
516.652041721344	8.863338503568627	11.381929016113281	1.0261542368212566		5	5	125	{'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 125}	0.8357891342898598	0.8369901660486861	0.8375705303885217	0.8357004675157182	0.837585342458024	0.8367271281401619	0.0008307722443883419	7
187.37400817871094	0.8497954269726387	2.164388656616211	0.08652808858553514	18	1	2	51	{'max_depth': 18, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 51}	0.8239158471707239	0.8258020312751895	0.8246413025955183	0.8232709979042399	0.8253331076342708	0.8245926573159885	0.0009184850552573264	26
279.59264225959777	2.0389273076463703	3.7033955097198485	0.3593624527695085	18	1	2	75	{'max_depth': 18, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 75}	0.8232065129775915	0.8260922134451072	0.8251974850878607	0.8249556666129292	0.825744202355331	0.825039216095764	0.000999663878831527	18
374.19805631637576	0.7599458945729437	3.9873560428619386	0.0794571091357743	18	1	2	101	{'max_depth': 18, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 101}	0.823625665000806	0.8258342737385136	0.8252780912461712	0.8242221505723037	0.8249300735940157	0.824778050830362	0.0007779172664090227	21
451.61123538017273	3.5673721337199846	5.043422794342041	0.12614438941709077	18	1	2	125	{'max_depth': 18, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 125}	0.8233838465258746	0.8265758503949702	0.8251088183137192	0.8249153635337739	0.8260102048218992	0.8251988167180475	0.0010896912059279826	17
184.81881365776061	2.7434817510978085	1.9665661334991456	0.07238429543039579	18	1	5	51	{'max_depth': 18, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 51}	0.8228357246493632	0.8256327583427374	0.8244156053522489	0.8241818474931485	0.8251557726565586	0.8244443416988112	0.0009566447537719919	27
256.4860915660858	1.8041542437084126	2.8955265522003173	0.057931873023168115	18	1	5	75	{'max_depth': 18, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 75}	0.823287119135902	0.8252780912461712	0.825245848782847	0.8241737868773175	0.8250106804020667	0.8245991052888609	0.0007682312891053121	25
347.68361196517947	2.0985158281741176	3.9634307384490968	0.09777757468961804	18	1	5	101	{'max_depth': 18, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 101}	0.8239480896340481	0.8256972432693858	0.8249556666129292	0.8246816056746735	0.8254943212503728	0.8249553852882817	0.0006213541866555316	20
432.14370255470277	2.8797818918234026	4.894444942474365	0.06276780648536257	18	1	5	125	{'max_depth': 18, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 125}	0.8241576656456553	0.8251652426245365	0.8250443333870707	0.8249959696920844	0.8257925664401615	0.8250311555579015	0.0005219429471108058	19
173.42972087860107	1.5104901708348266	1.904959487915039	0.01650928672699721	18	5	2	51	{'max_depth': 18, 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 51}	0.8227389972593906	0.8240045139448654	0.8243511204256005	0.8237062711591165	0.8253008649110504	0.8240203535400047	0.0008354506157292371	31
257.2780436038971	2.288890599394189	2.8386323928833006	0.1003997757651103	18	5	2	75	{'max_depth': 18, 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 75}	0.8229727551184911	0.8251007576978882	0.8244962115105594	0.8241173625665	0.8245915250002015	0.8242557223787281	0.0007141192536579756	29
344.5840229511261	2.777500283948825	3.884930896759033	0.06234465099935067	18	5	2	101	{'max_depth': 18, 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 101}	0.8235369982266645	0.8254957278736096	0.8251007576978882	0.823609543769144	0.8253814717191014	0.8246248998572815	0.0008685230042092637	22
428.99118237495424	5.182762060657955	4.420401954650879	0.3975427204614695	18	5	2	125	{'max_depth': 18, 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 125}	0.8235934225374819	0.826390456230856	0.824262453651459	0.8240851201031759	0.8246963138506678	0.8246055532747281	0.0009599054861554835	23
174.9146777153015	1.1116209042419067	1.9026716232299805	0.030489648673777084	18	5	5	51	{'max_depth': 18, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 51}	0.8229566338868289	0.8253990004836369	0.8236014831533129	0.8233596646783814	0.8245592822769812	0.8239752128958283	0.0008859328262588433	32
255.9239284992218	1.3070403020072114	2.5941452980041504	0.12321853212199593	18	5	5	75	{'max_depth': 18, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 75}	0.8231823311300983	0.8256408189585684	0.8242302111881348	0.8241657262614864	0.8249945590404566	0.8244427293157489	0.0008307145201968108	28
316.31619176864626	6.916753819622301	2.52199969291687	0.200725477056977	18	5	5	101	{'max_depth': 18, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 101}	0.8233274222150573	0.825237788167016	0.8238836047073996	0.8236820893116235	0.8240756414286751	0.8240413091659542	0.0006475005610653371	30
323.8526218414307	21.087498809975735	2.6259971141815184	0.05922686593184551	18	5	5	125	{'max_depth': 18, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 125}	0.8236659680799613	0.8254473641786233	0.8245042721263904	0.8241173625665	0.8252605615070249	0.8245991056916999	0.0006736292604233696	24
